CODI_CAPA,CAPA_GENERICA,NOM_CAPA,EQUIPAMENT,NOM_DISTRICTE,NOM_BARRI,ADRECA
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Muntaner amb carrer Descartes,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Muntaner, 391"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Aragó amb carrer Roger de Llúria,Eixample,la Dreta de l'Eixample,"C Aragó, 299"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Numància amb el carrer Anglesola,Les Corts,les Corts,"C Numància, 163"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal la Bordeta,Sants-Montjuïc,la Bordeta,"C Noguera Pallaresa, 34*42"
P001,Internet i comunicacions,WiFi BCN,Centre de Cultura Contemporània de Barcelona,Ciutat Vella,el Raval,"C Montalegre, 5"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Aribau amb carrer Paris,Eixample,l'Antiga Esquerra de l'Eixample,"C Aribau, 167"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Llacuna amb Doctor Trueta,Sant Martí,el Poblenou,"C Llacuna, 9"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Còrsega,Eixample,l'Antiga Esquerra de l'Eixample,"C Balmes, 147"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb carrer de Roger de Llúria,Eixample,la Dreta de l'Eixample,"C Mallorca, 278"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Sant Martí,Sant Martí,Sant Martí de Provençals,"C Selva de Mar, 215"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Comerç amb el carrer Ribera,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","C Ribera, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Ronda del Guinardó amb Sardenya,Gràcia,el Camp d'en Grassot i Gràcia Nova,"Rda Guinardó, 10"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Lepant amb Indústria,Eixample,la Sagrada Família,"C Lepant, 337"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Josep Carner amb la Rbla de Santa Mònica,Ciutat Vella,el Raval,"Pl Portal de la Pau, 1"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Can Verdaguer,Nou Barris,Porta,"C Piferrer, 94"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Piscina Sant Jordi,Eixample,la Nova Esquerra de l'Eixample,"París, 114"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Comte Borrell amb carrer Mallorca,Eixample,la Nova Esquerra de l'Eixample,"C Comte Borrell, 213"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Provençals amb Llull,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,"C Llull, 326"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Sarrià,Sarrià-Sant Gervasi,Sarrià,"C Eduardo Conde, 22*42"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Vallmajor amb carrer Raset,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Vallmajor, 15"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb Provença,Eixample,la Dreta de l'Eixample,"C Pau Claris, 169"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Lepant amb l'Encarnació,Horta-Guinardó,el Baix Guinardó,"C Lepant, 397"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb carrer Nàpols,Eixample,la Dreta de l'Eixample,"C Mallorca, 362"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Castella amb Passatge Burrull,Sant Martí,el Poblenou,"C Castella, 13"
P001,Internet i comunicacions,WiFi BCN,"Punt de connexió Barcelona WiFi a l'Avinguda Carlos III, a l'alçada del número 81",Les Corts,la Maternitat i Sant Ramon,"G.V. Carles III, 81"
P001,Internet i comunicacions,WiFi BCN,Casal de Gent Gran Taulat - Can Saladrigas,Sant Martí,el Poblenou,"C Llull, 214*216"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del c. Sicília amb la Gran Via de les Corts Catalanes,Eixample,el Fort Pienc,"G.V. Corts Catalanes, 709"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a Pla de Palau amb l'Avinguda Marquès d'Argentera,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","Pla Palau, 15"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Felip II amb c.de Juan de Garay,Sant Andreu,Navas,"C Felip II, 105"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Marià Aguiló amb Pallars,Sant Martí,el Poblenou,"C Pallars, 236"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de Padilla amb la Gran Via de les Corts Catalanes,Eixample,el Fort Pienc,"G.V. Corts Catalanes, 814"
P001,Internet i comunicacions,WiFi BCN,Espai d'Adolescents Jovecardí,Les Corts,la Maternitat i Sant Ramon,"Trav Corts, 94"
P001,Internet i comunicacions,WiFi BCN,Jardins de Can Castelló,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"Freixa, 56"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Comerç amb el Passeig Lluís Companys,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","Plta Comerç, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Padilla amb Consell de Cent,Eixample,la Sagrada Família,"C Consell de Cent, 531"
P001,Internet i comunicacions,WiFi BCN,Parc de la Ciutadella-Espai Lúdic Ambiental per a Famílies LaLudo,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","Pas Institut Escola, 1"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Júpiter,Sant Martí,Sant Martí de Provençals,"C Agricultura, 232"
P001,Internet i comunicacions,WiFi BCN,Servei de Documentació i Accés al Coneixement  (SEDAC),Ciutat Vella,el Barri Gòtic,"Pl Sant Jaume, 1"
P001,Internet i comunicacions,WiFi BCN,Centre de barri Eduard Aunós,Sants-Montjuïc,la Marina del Prat Vermell,"C Tortosa, 39"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta 171 amb Muntaner,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"Via Augusta, 168"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal de Sant Sebastià,Ciutat Vella,la Barceloneta,"Pl Mar, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Villarroel amb Consell de Cent,Eixample,l'Antiga Esquerra de l'Eixample,"C Villarroel, 91"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb Aragó,Eixample,l'Antiga Esquerra de l'Eixample,"Av Roma, 151"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Rambla de Catalunya amb l'Avinguda Diagonal,Eixample,la Dreta de l'Eixample,"Av Diagonal, 393"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb Còrsega,Eixample,la Nova Esquerra de l'Eixample,"C Viladomat, 269"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer del Comte d'Urgell amb Còrsega,Eixample,l'Antiga Esquerra de l'Eixample,"C Comte d'Urgell, 222"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Plaça de Sants amb el Passeig de Sant Antoni,Sants-Montjuïc,Sants,"C Antoni de Capmany, 86"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi al Parc Central del Poblenou (Av Diagonal amb Pere IV),Sant Martí,Provençals del Poblenou,"Av Diagonal, 130"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic El Sortidor,Sants-Montjuïc,el Poble Sec,"Pl Sortidor, 12"
P001,Internet i comunicacions,WiFi BCN,Casal de Gent Gran Pau Casals,Nou Barris,Canyelles,"C Juan Ramón Jiménez, 4*6"
P001,Internet i comunicacions,WiFi BCN,Casal de Gent Gran Montmany,Gràcia,la Vila de Gràcia,"C Montmany, 45"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de Rambla de Catalunya amb Pelai,Ciutat Vella,el Barri Gòtic,"Pl Catalunya, 23"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Marina amb Casp,Eixample,el Fort Pienc,"C Marina, 151"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Roger de Flor amb carrer Consell de Cent,Eixample,la Dreta de l'Eixample,"C Roger de Flor, 164"
P001,Internet i comunicacions,WiFi BCN,Casal de Gent Gran de Sant Ramon,Les Corts,la Maternitat i Sant Ramon,"Cardenal Reig, 11*LB"
P001,Internet i comunicacions,WiFi BCN,Jardins de Vil·la Cecília,Sarrià-Sant Gervasi,Sarrià,"Santa Amèlia, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la plaça Pius XII,Les Corts,Pedralbes,"Pl Pius XII, 6"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer de Sants amb el carrer Premià,Sants-Montjuïc,Sants,"C Sants, 36"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic La Sagrera La Barraca,Sant Andreu,la Sagrera,"C Martí Molins, 29"
P001,Internet i comunicacions,WiFi BCN,El Centre de la Platja-Biblioplatja *Platja del Somorrostro,Ciutat Vella,la Barceloneta,"Pg Marítim Barceloneta, 25*29"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Llacuna amb Llull,Sant Martí,el Poblenou,"C Llacuna, 26"
P001,Internet i comunicacions,WiFi BCN,Associació el Caliu - Casal Congrés-Indians,Sant Andreu,el Congrés i els Indians,"C Acàcies, 26"
P001,Internet i comunicacions,WiFi BCN,Espai Jove Garcilaso,Sant Andreu,la Sagrera,"C Garcilaso, 103"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer de Feliu i Codina amb Passeig Valldaura,Nou Barris,la Guineueta,"C Feliu i Codina, 114"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la Plaça de la Font Castellana,Horta-Guinardó,Can Baró,"Pl Font Castellana, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer del Consell de Cent amb Pau Claris,Eixample,la Dreta de l'Eixample,"C Consell de Cent, 326"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Sant Joan amb el carrer Rosselló,Eixample,la Dreta de l'Eixample,"Pg Sant Joan, 127"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del c. Sicília amb c. de Sant Antoni Maria Claret,Gràcia,el Camp d'en Grassot i Gràcia Nova,"C Sicília, 398"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Bruc amb carrer Casp,Eixample,la Dreta de l'Eixample,"C Bruc, 38"
P001,Internet i comunicacions,WiFi BCN,Museu Nacional d'Art de Catalunya,Sants-Montjuïc,el Poble Sec,"C Mirador Palau Nacional, 6*10"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Muntaner amb carrer Rector Ubach,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Muntaner, 351"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb l'Avinguda Diagonal,Eixample,la Dreta de l'Eixample,"Av Diagonal, 371"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Nova Icària,Sant Martí,la Vila Olímpica del Poblenou,"Av Icària, 167"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer de Sants amb el carrer Alcolea,Sants-Montjuïc,Sants,"C Sants, 96"
P001,Internet i comunicacions,WiFi BCN,Casal de Gent Gran de Sant Martí,Sant Martí,Sant Martí de Provençals,"C Selva de Mar, 215"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Girona amb Gran Via de les Corts Catalanes,Eixample,la Dreta de l'Eixample,"G.V. Corts Catalanes, 686"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Provença amb carrer Cartagena,Eixample,la Sagrada Família,"C Provença, 528"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer d'Enric Granados amb carrer Consell de Cent,Eixample,l'Antiga Esquerra de l'Eixample,"C Enric Granados, 15"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Zona Nord,Nou Barris,Ciutat Meridiana,"C Vallcivera, 14"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Nàpols amb l'Avinguda Diagonal,Eixample,el Fort Pienc,"Av Diagonal, 299"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Les Corts,Les Corts,les Corts,"Trav Corts, 252*254"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer carrer Gran de Gràcia amb Trav. de Gràcia,Gràcia,la Vila de Gràcia,"C Gran de Gràcia, 72"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Sant Martí-Espai Polivalent,Sant Martí,Sant Martí de Provençals,"Selva de Mar, 0215"
P001,Internet i comunicacions,WiFi BCN,Jardins de Sofia Barat,Eixample,la Dreta de l'Eixample,"C Girona, 64"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Can Deu,Les Corts,les Corts,"Pl Concòrdia, 13"
P001,Internet i comunicacions,WiFi BCN,Gran Teatre del Liceu,Ciutat Vella,el Raval,"C la Rambla, 51*59"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Lope de Vega amb el Passeig Taulat,Sant Martí,el Poblenou,"Pg Taulat, 173"
P001,Internet i comunicacions,WiFi BCN,Castell de Montjuïc,Sants-Montjuïc,el Poble Sec,"Ctra Montjuïc, 66"
P001,Internet i comunicacions,WiFi BCN,Centre Esportiu Municipal Sagrada Família,Eixample,la Sagrada Família,"C Cartagena, 231*239"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la plaça Reina Maria Cristina,Les Corts,Pedralbes,"Pl Reina Maria Cristina, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Sant Joan amb Travessera de Gràcia,Gràcia,la Vila de Gràcia,"Trav Gràcia, 263"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de l'Av. Paral·lel amb Blasco de Garay,Sants-Montjuïc,el Poble Sec,"Av Paral.lel, 97"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Via Laietana amb el carrer Àngel Baixeres,Ciutat Vella,el Barri Gòtic,"Via Laietana, 3"
P001,Internet i comunicacions,WiFi BCN,Casal de Joves Palau Alòs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","C Sant Pere Més Baix, 55"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi al  Marià Aguilo cruïlla Camí Antic de València,Sant Martí,el Poblenou,"C Marià Aguiló, 15"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Muntaner amb carrer Consell de Cent,Eixample,l'Antiga Esquerra de l'Eixample,"C Muntaner, 57"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de Bac de Roda amb Ramón Turró,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,"C Bac de Roda, 32"
P001,Internet i comunicacions,WiFi BCN,"Punt de connexió Barcelona WiFi a la cruïlla del c. Roger de Flor amb Sant Antoni Maria Claret, 35",Gràcia,el Camp d'en Grassot i Gràcia Nova,"C Roger de Flor, 285"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Bruc amb carrer Mallorca,Eixample,la Dreta de l'Eixample,"C Bruc, 128"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb la Ronda de Sant Pere,Eixample,la Dreta de l'Eixample,"Pl Urquinaona, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb carrer Mallorca,Eixample,la Dreta de l'Eixample,"C Balmes, 94"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Villaroel amb carrer Buenos Aires,Eixample,l'Antiga Esquerra de l'Eixample,"C Villarroel, 226"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del Passeig Maragall amb Indústria,Sant Martí,el Camp de l'Arpa del Clot,"Pg Maragall, 20"
P001,Internet i comunicacions,WiFi BCN,Mercat de Sarrià,Sarrià-Sant Gervasi,Sarrià,"Pg Reina Elisenda Montcada, 8"
P001,Internet i comunicacions,WiFi BCN,Casal de Barri de Prosperitat,Nou Barris,la Prosperitat,"Pl Àngel Pestaña, 1"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Bilbao amb Fernando Poo,Sant Martí,el Poblenou,"C Fernando Poo, 69"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Provença amb Passeig de Sant Joan,Eixample,la Dreta de l'Eixample,"C Provença, 386"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del c. Villarroel amb Gran Via de les Corts Catalanes,Eixample,Sant Antoni,"G.V. Corts Catalanes, 544"
P001,Internet i comunicacions,WiFi BCN,Fundació Antoni Tàpies,Eixample,la Dreta de l'Eixample,"C Aragó, 255"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de la Via Laietana amb el carrer Argenteria,Ciutat Vella,el Barri Gòtic,"Via Laietana, 21"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Doctor Roux amb Via Augusta,Sarrià-Sant Gervasi,les Tres Torres,"Via Augusta, 284"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Numància amb el carrer Deu i Mata,Les Corts,les Corts,"C Numància, 137"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla Av. de l'Estatut de Catalunya amb Pl. Botticelli,Horta-Guinardó,Horta,"Av Estatut de Catalunya, 54"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Santaló amb carrer Descartes,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,"C Santaló, 121"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Roger de Flor amb carrer Ausiàs March,Eixample,el Fort Pienc,"C Roger de Flor, 92"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Vallvidrera Vázquez Montalbán,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes","C Reis Catòlics, 16*34"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Aribau amb carrer Aragó,Eixample,l'Antiga Esquerra de l'Eixample,"C Aribau, 49"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Marià Aguiló amb Llull,Sant Martí,el Poblenou,"C Marià Aguiló, 83"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb carrer Parlament,Eixample,Sant Antoni,"C Viladomat, 21"
P001,Internet i comunicacions,WiFi BCN,Mercat de les Flors Centre de les Arts de Moviment,Sants-Montjuïc,el Poble Sec,"Lleida, 59"
P001,Internet i comunicacions,WiFi BCN,Centre Cívic Barceloneta,Ciutat Vella,la Barceloneta,"C Conreria, 1*9"
P001,Internet i comunicacions,WiFi BCN,Platja de la Nova Icària,Sant Martí,la Vila Olímpica del Poblenou,"Pg Marítim de Nova Icària, 60"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Bailén amb l'Avinguda Diagonal,Eixample,la Dreta de l'Eixample,"Av Diagonal, 335"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla del carrer Sant Lluís amb el carrer Pi i Maragall,Gràcia,el Camp d'en Grassot i Gràcia Nova,"C Sant Lluís, 107"
P001,Internet i comunicacions,WiFi BCN,Punt de connexió Barcelona WiFi a la cruïlla de Pla de Palau amb el Passeig d'Isabel II,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera","Pla Palau, 22"
